,topics,subtopics,sentences
837,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"In fact, the DNR just approved the last piece, so we're all going to work together to work with FEMA on a letter of map revision to get updated Menominee River floodplains across the entire river watershed."
838,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,We also worked closely with DPW and a number of other operators and other units of government across the Milwaukee urbanized area on distributing COVID-19 transit relief funds.
839,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,There was about $216 million given to the Milwaukee urbanized area from the Federal Transit Administration by Congress during 2020 and early 2021 that goes towards supporting operations.
840,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,And so we worked with the transit operators to determine the appropriate distribution of that among the different operators in the Milwaukee urbanized area.
841,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"Similar on federal funding, we continue to work with everybody as best we can to provide information and coordination regarding the new infrastructure bill."
842,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"Many of the sources available to local governments generally receive between a 25% and a 35% increase in support, not all of them, but many of them."
843,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"And there are a few new grant opportunities, which the city staff are very aware of, that are for the first time targeted just towards units of government that are not the states, which is an unusual move by Congress."
844,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"Usually they run everything through the state departments of transportation, so that is an exciting opportunity, and those will happen every year over the next five years."
845,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"And then we continue to work, upon request, on issues of assistance when somebody asks us."
846,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"So an example is that we continue to work with Menominee Valley Partners and the Near West Side Partners on working on projects that will better connect those two areas across I-94, across the railroad lines, across the river, and of course the significant elevation change between those two areas as well."
847,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"And so when the entities that work for those reach out to us on that project, we keep moving it forward again, and some of that is on pause right now while the state further evaluates their I-94 recommendations."
848,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"And then we also completed a number of assistance efforts, mostly for the county that certainly still impacts the city, and I did want to note that we had three staff that helped with some of the work groups for the city-county task force on climate change and equity, providing information and data there."
849,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,"So that completes my report, and I'm happy to talk about this or anything else any members may want to add."
850,2021 Annual Report of Tax Incremental District Statistics,delivering report 2,Thanks very much.
851,2021 Annual Report of Tax Incremental District Statistics,questions 2,"Alderman Baumann has the expertise here serving on it, but do you have any questions?"
852,2021 Annual Report of Tax Incremental District Statistics,questions 2,"No, everything's good."
853,2021 Annual Report of Tax Incremental District Statistics,questions 2,Thank you.
854,2021 Annual Report of Tax Incremental District Statistics,questions 2,Okay.
855,2021 Annual Report of Tax Incremental District Statistics,questions 2,All right.
856,2021 Annual Report of Tax Incremental District Statistics,questions 2,"If no questions come before the committee on this matter, Alderman Baumann moves to place on file, and hearing no objections, so ordered."
857,2021 Annual Report of Tax Incremental District Statistics,questions 2,"Having item 14 before us, 190172, this file may be placed on file."
858,2021 Annual Report of Tax Incremental District Statistics,questions 2,It's no longer needed.
859,2021 Annual Report of Tax Incremental District Statistics,questions 2,Alderman Perez-Musil.
860,2021 Annual Report of Tax Incremental District Statistics,questions 2,"And hearing no other further business from this committee, we are adjourned."
